client_id,anciennete_mois,plan,industrie,revenu_mensuel,connexions_30j,tickets_support_6m,adoption_fonctionnalites_pct,nps,retards_paiement,nb_utilisateurs,jours_sans_connexion,type_contrat,mention_concurrent,hausse_prix_annoncee,score_risque_churn,a_churne,raison_depart,cohorte_anciennete,statut_client,tier_risque,segment_engagement,mention_concurrent_txt,hausse_prix_txt
CLI00147,76,Démarrage,Finance,129.97,38,2,46.2,4,4,199,47,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00148,20,Démarrage,Technologie,153.4,55,1,16.2,4,3,199,178,Mensuel,0,1,0.297,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00149,62,Entreprise,Manufacturier,4975.53,46,9,68.8,5,0,21,82,Pluriannuel,1,0,0.05,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00150,51,Premium,Commerce de détail,12208.31,37,5,38.9,0,4,9,42,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00151,40,Professionnel,Manufacturier,482.57,17,7,61.9,6,0,173,178,Annuel,0,1,0.338,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI00152,81,Premium,Santé,14238.09,1,5,43.4,3,2,155,7,Mensuel,0,0,0.066,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00153,65,Professionnel,Services professionnels,604.22,40,19,9.4,4,0,48,4,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00154,28,Premium,Manufacturier,17873.62,37,18,68.3,7,0,85,54,Mensuel,0,1,0.156,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00155,54,Professionnel,Technologie,304.59,53,15,54.7,7,4,197,105,Annuel,0,0,0.087,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00156,2,Professionnel,Commerce de détail,996.74,16,3,44.1,4,0,133,173,Mensuel,0,0,0.418,1,Passage chez concurrent,0-6 mois,Parti,🟡 Moyen,Modéré,Non,Non
CLI00157,81,Entreprise,Manufacturier,1264.25,23,15,23.1,10,2,72,31,Pluriannuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00158,14,Démarrage,Services professionnels,206.42,29,8,61.2,2,3,15,80,Mensuel,0,0,0.1,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00159,14,Démarrage,Commerce de détail,238.48,42,8,29.8,9,1,77,61,Annuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00160,44,Professionnel,Technologie,683.88,23,7,43.6,7,3,97,173,Annuel,1,0,0.371,0,(client actif),25-48 mois,Actif,🟡 Moyen,Modéré,Oui,Non
CLI00161,82,Démarrage,Finance,159.15,3,4,10.1,1,0,172,122,Pluriannuel,0,1,0.308,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Non,Oui
CLI00162,40,Professionnel,Services professionnels,897.8,6,16,74.9,8,2,123,131,Mensuel,0,0,0.171,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00163,34,Professionnel,Santé,600.3,14,15,13.1,5,2,175,175,Pluriannuel,0,0,0.334,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00164,65,Démarrage,Manufacturier,159.14,56,17,85.2,9,3,32,177,Annuel,0,0,0.315,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00165,18,Entreprise,Commerce de détail,4072.33,29,5,83.1,3,4,36,3,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00166,34,Démarrage,Manufacturier,128.17,58,9,92.4,3,1,177,3,Pluriannuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00167,49,Démarrage,Technologie,140.0,28,19,86.8,2,0,181,83,Annuel,0,1,0.215,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00168,80,Entreprise,Finance,2010.08,48,15,92.4,10,0,151,4,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00169,83,Professionnel,Technologie,603.42,43,18,84.9,4,3,162,59,Annuel,0,0,0.067,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00170,55,Professionnel,Services professionnels,313.24,44,7,15.1,5,2,146,35,Annuel,1,0,0.095,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00171,62,Démarrage,Commerce de détail,297.36,52,17,44.4,9,2,140,53,Annuel,0,0,0.106,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00172,70,Entreprise,Manufacturier,3399.6,12,4,11.9,2,4,87,144,Annuel,0,0,0.159,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00173,24,Démarrage,Commerce de détail,293.14,39,12,54.1,8,1,126,120,Mensuel,0,0,0.167,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00174,81,Premium,Services professionnels,17110.8,38,14,52.7,7,0,130,179,Annuel,0,1,0.372,0,(client actif),48+ mois,Actif,🟡 Moyen,Actif engagé,Non,Oui
CLI00175,48,Premium,Services professionnels,7013.65,28,5,88.0,5,3,155,154,Mensuel,0,0,0.34,1,Changement de direction,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00176,80,Démarrage,Technologie,140.81,25,1,92.3,4,4,178,166,Mensuel,1,0,0.261,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00177,39,Premium,Manufacturier,5515.74,35,14,28.4,10,1,159,113,Annuel,0,0,0.306,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00178,48,Professionnel,Commerce de détail,882.65,34,10,57.4,2,0,176,68,Mensuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00179,70,Professionnel,Manufacturier,714.42,48,4,46.8,2,1,86,113,Annuel,0,1,0.127,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00180,80,Démarrage,Santé,142.01,47,9,54.2,7,0,69,162,Mensuel,0,0,0.266,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00181,9,Démarrage,Technologie,293.02,18,19,52.9,5,1,145,21,Pluriannuel,0,0,0.056,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00182,29,Premium,Technologie,16050.08,1,19,87.3,9,1,43,169,Mensuel,0,1,0.397,1,Faillite/Fermeture,25-48 mois,Parti,🟡 Moyen,Très inactif,Non,Oui
CLI00183,68,Entreprise,Santé,3821.08,52,17,85.7,10,3,199,89,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00184,60,Professionnel,Finance,485.9,13,11,16.0,5,4,146,3,Annuel,0,0,0.043,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00185,26,Démarrage,Services professionnels,161.67,15,16,36.1,3,2,194,56,Annuel,0,0,0.356,0,(client actif),25-48 mois,Actif,🟡 Moyen,Modéré,Non,Non
CLI00186,38,Premium,Commerce de détail,15018.68,48,16,72.7,2,1,31,146,Annuel,0,0,0.184,1,Changement de direction,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00187,62,Professionnel,Finance,714.49,35,3,66.6,5,3,63,84,Annuel,0,1,0.12,1,Manque de fonctionnalités,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00188,26,Professionnel,Manufacturier,752.1,39,18,61.8,0,2,28,15,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00189,14,Professionnel,Commerce de détail,914.18,40,17,94.4,10,4,195,30,Mensuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00190,49,Premium,Commerce de détail,7405.01,30,19,35.3,4,4,137,167,Mensuel,0,0,0.276,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00191,43,Professionnel,Services professionnels,380.43,47,9,51.4,6,1,97,64,Annuel,1,1,0.123,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00192,8,Démarrage,Commerce de détail,211.93,47,13,93.1,0,0,28,63,Pluriannuel,1,1,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00193,40,Professionnel,Santé,649.11,48,19,67.6,9,4,146,7,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00194,25,Entreprise,Technologie,2610.48,34,12,63.4,3,3,143,86,Annuel,0,1,0.163,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00195,63,Professionnel,Santé,932.3,21,13,18.9,1,1,5,72,Mensuel,0,0,0.195,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00196,4,Entreprise,Santé,3232.52,20,3,27.2,0,4,41,23,Pluriannuel,0,0,0.179,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00197,15,Professionnel,Santé,696.08,27,3,39.0,0,1,110,76,Annuel,0,0,0.139,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00198,16,Entreprise,Finance,2464.72,16,3,46.8,6,0,76,6,Annuel,0,1,0.026,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00199,54,Entreprise,Santé,2375.29,49,10,49.7,5,4,117,14,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00200,11,Entreprise,Technologie,4949.42,17,0,86.2,6,1,66,28,Annuel,0,0,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00201,28,Entreprise,Commerce de détail,3491.29,31,5,14.6,0,3,73,5,Mensuel,0,0,0.176,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00202,7,Démarrage,Finance,264.02,22,4,27.4,9,4,111,56,Annuel,0,1,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00203,38,Premium,Services professionnels,11710.87,5,4,17.9,2,0,120,121,Mensuel,0,1,0.473,1,Prix trop élevé,25-48 mois,Parti,🟡 Moyen,Inactif,Non,Oui
CLI00204,24,Professionnel,Santé,433.3,28,11,71.2,6,2,179,153,Mensuel,0,1,0.277,1,Manque de fonctionnalités,13-24 mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00205,68,Professionnel,Santé,526.39,5,14,92.4,9,2,127,155,Mensuel,0,0,0.343,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00206,37,Démarrage,Commerce de détail,168.23,32,5,85.5,9,1,144,132,Pluriannuel,0,1,0.161,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00207,35,Entreprise,Commerce de détail,3258.65,47,11,70.1,8,4,193,29,Annuel,0,0,0.077,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00208,6,Professionnel,Services professionnels,407.23,31,13,6.9,5,4,57,111,Annuel,0,0,0.069,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00209,33,Démarrage,Finance,176.4,16,10,36.2,7,0,165,114,Annuel,0,0,0.272,1,Changement de direction,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00210,81,Premium,Services professionnels,6507.66,3,7,82.7,8,2,167,7,Annuel,1,1,0.201,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Oui,Oui
CLI00211,54,Démarrage,Services professionnels,198.31,47,19,63.8,6,3,65,160,Mensuel,0,0,0.194,1,Passage chez concurrent,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00212,14,Professionnel,Technologie,962.2,57,6,23.9,8,2,177,148,Mensuel,0,0,0.241,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00213,19,Entreprise,Finance,2354.73,30,5,47.0,10,4,47,64,Mensuel,0,1,0.137,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00214,11,Premium,Commerce de détail,5744.69,21,12,12.9,9,3,168,112,Mensuel,0,0,0.205,1,Passage chez concurrent,7-12 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00215,71,Démarrage,Technologie,220.75,26,5,51.9,3,3,142,43,Mensuel,1,0,0.049,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00216,45,Entreprise,Santé,3537.92,53,19,86.1,8,0,40,100,Pluriannuel,0,0,0.028,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00217,60,Professionnel,Services professionnels,634.7,20,1,8.5,8,1,48,158,Mensuel,0,1,0.225,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00218,58,Professionnel,Santé,576.8,19,10,60.3,1,1,160,60,Mensuel,1,0,0.132,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI00219,78,Premium,Manufacturier,18388.97,33,7,26.0,10,0,39,156,Mensuel,0,1,0.165,1,Changement de direction,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00220,24,Entreprise,Commerce de détail,4752.75,22,3,94.1,8,4,101,40,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00221,11,Entreprise,Manufacturier,3691.65,43,6,10.9,2,4,161,67,Annuel,0,0,0.243,1,Passage chez concurrent,7-12 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00222,72,Premium,Finance,12517.37,15,14,60.6,10,1,158,37,Mensuel,1,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI00223,44,Entreprise,Finance,1269.19,5,18,28.1,6,2,120,99,Mensuel,0,0,0.226,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Inactif,Non,Non
CLI00224,79,Professionnel,Services professionnels,509.73,15,9,84.4,10,0,154,59,Mensuel,1,0,0.051,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI00225,66,Professionnel,Technologie,498.56,6,2,16.0,2,2,43,20,Annuel,0,0,0.128,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00226,45,Entreprise,Services professionnels,1231.97,13,9,43.6,10,0,183,163,Annuel,1,1,0.403,1,Passage chez concurrent,25-48 mois,Parti,🟡 Moyen,Modéré,Oui,Oui
CLI00227,74,Entreprise,Commerce de détail,4372.45,2,18,21.7,4,0,44,58,Pluriannuel,0,0,0.157,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00228,32,Professionnel,Technologie,905.93,32,2,76.9,1,1,78,121,Annuel,0,0,0.244,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00229,17,Professionnel,Technologie,937.66,48,17,36.6,9,1,76,138,Annuel,0,0,0.103,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00230,54,Entreprise,Finance,3966.24,51,4,21.8,9,2,108,59,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00231,10,Premium,Finance,15656.71,35,0,70.3,2,4,131,117,Pluriannuel,0,0,0.267,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00232,6,Entreprise,Services professionnels,2910.31,38,5,78.5,9,3,7,149,Mensuel,1,0,0.412,0,(client actif),0-6 mois,Actif,🟡 Moyen,Actif engagé,Oui,Non
CLI00233,20,Démarrage,Commerce de détail,270.48,28,6,46.6,3,2,85,43,Annuel,1,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00234,1,Professionnel,Finance,656.09,38,1,39.1,9,0,58,43,Annuel,0,0,0.07,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00235,64,Entreprise,Commerce de détail,1117.56,3,16,61.9,5,3,91,103,Mensuel,1,0,0.226,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Oui,Non
CLI00236,81,Démarrage,Manufacturier,215.98,38,2,63.6,10,3,138,129,Mensuel,0,0,0.259,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00237,1,Premium,Services professionnels,10855.86,39,1,64.5,5,3,10,174,Annuel,0,0,0.26,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00238,61,Démarrage,Santé,203.26,40,17,29.8,2,3,170,127,Annuel,0,0,0.021,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00239,79,Entreprise,Services professionnels,2761.82,21,13,89.7,2,3,34,107,Annuel,0,0,0.164,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00240,1,Premium,Manufacturier,12450.97,14,15,24.2,8,2,154,159,Pluriannuel,1,0,0.424,0,(client actif),0-6 mois,Actif,🟡 Moyen,Modéré,Oui,Non
CLI00241,81,Entreprise,Finance,1433.29,3,11,38.7,9,1,60,63,Mensuel,0,0,0.152,1,Changement de direction,48+ mois,Parti,🟢 Faible,Inactif,Non,Non
CLI00242,46,Entreprise,Santé,1057.13,57,17,30.5,1,1,130,174,Pluriannuel,0,0,0.335,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00243,60,Premium,Santé,10101.81,17,7,88.8,3,0,45,151,Mensuel,0,1,0.381,1,Mauvais service support,48+ mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI00244,43,Entreprise,Services professionnels,2017.16,56,0,79.6,4,4,5,18,Mensuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00245,44,Premium,Services professionnels,8749.87,43,2,78.0,7,2,26,27,Pluriannuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00246,38,Entreprise,Technologie,4747.38,22,6,5.4,7,3,79,44,Mensuel,0,1,0.164,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00247,2,Entreprise,Santé,4274.94,37,1,66.7,5,1,153,174,Annuel,0,0,0.237,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00248,82,Entreprise,Commerce de détail,1052.48,3,15,25.7,1,0,26,61,Mensuel,0,0,0.178,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00249,12,Démarrage,Finance,100.74,3,8,92.1,9,3,92,140,Mensuel,0,0,0.229,1,Passage chez concurrent,7-12 mois,Parti,🟢 Faible,Très inactif,Non,Non
CLI00250,23,Entreprise,Finance,4106.6,17,2,52.8,9,0,85,105,Annuel,0,0,0.026,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00251,9,Premium,Technologie,19771.91,0,18,55.8,0,3,22,16,Annuel,0,0,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00252,8,Entreprise,Services professionnels,2859.83,31,13,37.1,6,3,147,149,Annuel,0,0,0.343,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00253,50,Démarrage,Services professionnels,185.63,20,14,53.3,9,1,10,100,Mensuel,0,0,0.254,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00254,80,Démarrage,Technologie,154.16,37,15,72.5,0,1,42,117,Pluriannuel,0,1,0.289,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00255,62,Démarrage,Finance,232.33,25,18,55.6,10,3,159,123,Mensuel,0,0,0.179,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00256,23,Professionnel,Technologie,629.15,40,14,62.7,2,1,159,13,Annuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00257,59,Professionnel,Santé,416.26,48,13,47.5,8,2,99,178,Annuel,0,1,0.193,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00258,10,Premium,Santé,12219.62,20,4,69.5,5,3,75,128,Pluriannuel,0,0,0.21,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00259,12,Premium,Commerce de détail,10644.57,42,6,86.0,7,1,81,8,Pluriannuel,0,0,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00260,62,Professionnel,Services professionnels,921.86,28,2,9.6,8,0,107,136,Annuel,0,0,0.107,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00261,76,Entreprise,Technologie,4085.35,52,1,14.7,6,0,164,173,Annuel,0,0,0.253,1,Passage chez concurrent,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00262,30,Entreprise,Finance,3803.99,40,15,66.7,7,0,194,98,Annuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00263,74,Démarrage,Services professionnels,164.43,42,1,39.0,3,4,32,152,Mensuel,0,0,0.127,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00264,78,Premium,Services professionnels,7093.23,31,2,30.3,4,0,67,118,Pluriannuel,0,1,0.205,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00265,68,Professionnel,Manufacturier,904.28,58,11,21.1,6,0,120,21,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00266,47,Premium,Finance,10140.21,3,0,56.5,8,2,102,141,Annuel,0,0,0.218,0,(client actif),25-48 mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI00267,41,Entreprise,Services professionnels,3370.83,12,14,36.3,7,2,191,50,Pluriannuel,0,1,0.119,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00268,7,Entreprise,Manufacturier,3362.3,50,0,50.7,6,4,114,179,Annuel,0,0,0.301,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00269,74,Entreprise,Manufacturier,4711.21,34,0,91.3,3,2,23,4,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00270,52,Professionnel,Commerce de détail,419.21,53,14,73.2,10,1,50,126,Mensuel,0,0,0.032,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00271,45,Premium,Manufacturier,16573.68,26,2,76.6,0,0,65,149,Mensuel,0,0,0.314,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00272,38,Professionnel,Santé,622.81,0,13,16.2,0,1,197,162,Annuel,0,0,0.381,0,(client actif),25-48 mois,Actif,🟡 Moyen,Très inactif,Non,Non
CLI00273,36,Premium,Santé,7620.28,48,9,34.2,4,4,172,73,Pluriannuel,0,1,0.053,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00274,81,Entreprise,Services professionnels,4341.55,48,2,14.6,6,1,186,153,Mensuel,0,0,0.217,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00275,58,Professionnel,Commerce de détail,873.1,38,19,92.2,10,1,185,105,Pluriannuel,0,0,0.148,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00276,46,Entreprise,Finance,1159.73,13,17,66.4,7,1,165,85,Annuel,0,1,0.2,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00277,67,Professionnel,Finance,795.61,36,3,6.7,6,2,193,132,Pluriannuel,0,1,0.208,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00278,65,Entreprise,Services professionnels,1613.08,29,16,47.8,3,0,18,64,Annuel,0,0,0.1,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00279,18,Entreprise,Services professionnels,3440.44,13,19,28.7,10,1,116,80,Mensuel,0,0,0.225,1,Faillite/Fermeture,13-24 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00280,2,Entreprise,Finance,3574.21,10,3,53.6,6,3,133,25,Mensuel,0,0,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00281,4,Premium,Finance,14977.67,30,14,21.1,5,0,99,168,Annuel,0,0,0.366,0,(client actif),0-6 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI00282,83,Professionnel,Santé,383.07,56,10,10.1,7,0,118,7,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00283,42,Démarrage,Santé,218.66,27,2,34.1,8,3,96,126,Annuel,0,0,0.253,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00284,49,Entreprise,Commerce de détail,1398.45,26,6,31.6,0,4,154,173,Annuel,0,0,0.313,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00285,49,Entreprise,Commerce de détail,3981.22,2,9,69.5,1,4,33,5,Pluriannuel,1,0,0.067,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Oui,Non
CLI00286,7,Démarrage,Commerce de détail,111.75,5,18,47.7,7,0,42,40,Mensuel,0,0,0.124,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00287,9,Entreprise,Finance,4030.24,38,19,31.2,6,2,155,21,Annuel,0,1,0.048,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00288,71,Entreprise,Finance,4532.97,18,7,56.3,6,4,182,162,Pluriannuel,0,0,0.284,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00289,27,Démarrage,Santé,158.71,40,14,11.4,2,4,82,176,Mensuel,0,0,0.408,0,(client actif),25-48 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI00290,21,Professionnel,Santé,843.8,33,12,64.6,6,1,79,150,Annuel,0,0,0.263,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00291,35,Démarrage,Technologie,182.5,27,2,18.3,3,1,91,91,Mensuel,0,0,0.196,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00292,76,Professionnel,Technologie,857.4,11,14,30.2,9,4,121,61,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00293,36,Entreprise,Services professionnels,3744.01,38,9,30.4,9,2,24,79,Annuel,0,0,0.063,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00294,67,Démarrage,Finance,156.83,9,14,46.9,1,1,126,119,Mensuel,0,0,0.313,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
