date,ligne_production,produit,quart,operateur,unites_produites,unites_defectueuses,taux_defaut_pct,temps_arret_minutes,heures_travaillees,cout_materiaux,cout_main_oeuvre,cout_energie,cout_rebuts,cout_total_production,cout_par_unite_bonne,maintenance_effectuee,age_machine_annees,energie_kwh
2024-03-11,Ligne A,Produit Y2,Soir,OP020,982,64,6.54,178.4,10.94,18900.16,372.89,158.03,739.07,20170.14,21.95,1,2.1,1316.9
2024-03-11,Ligne D,Produit Z1,Soir,OP013,476,10,2.19,17.0,3.75,9986.66,150.28,34.06,125.88,10296.88,22.05,0,13.0,283.8
2024-03-11,Ligne B,Produit X1,Soir,OP001,1038,46,4.47,31.6,8.43,23300.83,339.65,143.31,619.56,24403.35,24.58,0,4.2,1194.3
2024-03-12,Ligne B,Produit Y2,Soir,OP002,1499,48,3.25,30.0,13.47,25015.16,387.11,335.86,480.61,26218.74,18.06,0,10.9,2798.9
2024-03-12,Ligne A,Produit Z1,Jour,OP013,798,12,1.51,29.5,7.42,11425.44,223.53,65.76,103.09,11817.82,15.02,1,13.5,548.0
2024-03-12,Ligne A,Produit Y1,Jour,OP020,1314,59,4.54,46.7,12.8,32284.62,469.01,122.68,869.77,33746.08,26.87,1,10.5,1022.3
2024-03-12,Ligne B,Produit Z1,Soir,OP006,589,16,2.84,2.3,4.26,10647.43,122.0,101.98,173.54,11044.95,19.24,0,14.1,849.9
2024-03-12,Ligne A,Produit Y2,Jour,OP019,565,12,2.16,15.2,5.34,6441.16,194.07,45.18,82.08,6762.49,12.21,0,1.6,376.5
2024-03-13,Ligne D,Produit Z1,Nuit,OP019,1246,22,1.78,27.6,10.38,15274.38,295.14,110.21,161.82,15841.53,12.93,1,14.9,918.4
2024-03-13,Ligne B,Produit X1,Soir,OP018,861,27,3.24,73.6,5.77,21326.33,239.51,87.94,401.26,22055.03,26.41,0,9.3,732.8
2024-03-13,Ligne D,Produit X1,Nuit,OP015,439,8,2.04,10.5,4.47,9355.21,141.99,105.31,102.29,9704.81,22.46,1,5.1,877.6
2024-03-14,Ligne C,Produit X1,Soir,OP012,1128,37,3.34,78.9,8.19,17302.23,344.41,203.86,340.52,18191.02,16.66,0,7.5,1698.8
2024-03-14,Ligne D,Produit X2,Soir,OP003,672,17,2.59,47.5,7.43,9238.53,257.0,144.1,140.23,9779.86,14.91,0,8.7,1200.8
2024-03-14,Ligne D,Produit Y2,Soir,OP003,1325,27,2.1,5.8,11.62,28668.3,342.45,161.46,350.51,29522.72,22.73,1,3.4,1345.5
2024-03-15,Ligne C,Produit X2,Jour,OP013,282,6,2.15,49.8,3.08,3563.91,100.11,20.27,45.5,3729.79,13.46,1,5.1,168.9
2024-03-15,Ligne D,Produit Y1,Jour,OP006,348,7,2.12,146.2,2.91,6078.17,93.79,32.78,73.36,6278.1,18.36,0,9.7,273.2
2024-03-16,Ligne B,Produit Z1,Soir,OP005,1008,33,3.34,1.5,11.87,10313.73,474.78,84.71,202.59,11075.81,11.35,0,10.5,705.9
2024-03-16,Ligne D,Produit X2,Jour,OP016,1113,13,1.18,12.3,12.06,13534.0,468.99,111.61,94.85,14209.45,12.91,0,8.1,930.1
2024-03-16,Ligne B,Produit X2,Jour,OP008,983,32,3.27,25.7,10.97,21916.7,460.03,93.47,428.08,22898.27,24.05,1,12.3,778.9
2024-03-16,Ligne A,Produit Y1,Jour,OP010,739,26,3.64,1.8,8.25,16520.49,271.97,136.77,348.74,17277.97,24.2,0,1.1,1139.8
2024-03-16,Ligne B,Produit Y1,Jour,OP004,590,8,1.39,37.4,4.94,12428.44,171.3,108.58,101.11,12809.43,21.97,1,12.8,904.8
2024-03-17,Ligne B,Produit X1,Soir,OP005,973,36,3.76,59.7,6.85,14214.56,267.91,64.04,315.55,14862.06,15.84,1,14.2,533.6
2024-03-17,Ligne D,Produit Z1,Jour,OP015,1029,21,2.08,17.3,9.95,15779.03,332.07,87.68,193.21,16392.0,16.25,0,9.5,730.7
2024-03-18,Ligne C,Produit Y2,Jour,OP020,658,36,5.53,117.5,4.54,11849.46,164.98,73.99,388.98,12477.4,20.03,0,14.1,616.6
2024-03-18,Ligne C,Produit Z1,Nuit,OP015,601,47,7.92,41.2,6.43,12531.31,230.01,133.97,587.99,13483.28,24.29,1,7.5,1116.4
2024-03-18,Ligne B,Produit Z1,Soir,OP011,908,28,3.19,47.8,9.95,21512.75,385.19,175.6,398.03,22471.58,25.51,1,1.7,1463.4
2024-03-18,Ligne D,Produit X2,Nuit,OP013,656,17,2.6,0.8,6.66,6112.48,194.06,75.07,95.04,6476.64,10.12,1,5.5,625.6
2024-03-18,Ligne D,Produit Y2,Soir,OP017,997,33,3.35,24.8,10.64,14869.57,472.81,209.75,295.3,15847.43,16.42,0,12.2,1747.9
2024-03-19,Ligne B,Produit Y1,Nuit,OP012,1019,57,5.6,33.4,9.71,15873.76,314.21,165.93,532.76,16886.66,17.54,0,8.2,1382.8
2024-03-19,Ligne D,Produit Y1,Jour,OP011,365,4,1.28,34.4,3.16,7492.55,124.85,47.66,49.27,7714.32,21.31,0,12.0,397.2
2024-03-20,Ligne C,Produit Y2,Nuit,OP014,458,41,9.02,11.2,5.09,4649.86,189.31,77.57,249.75,5166.5,12.36,0,11.2,646.5
2024-03-20,Ligne D,Produit Y1,Jour,OP001,756,15,2.04,10.7,6.54,13929.38,246.8,71.79,165.83,14413.79,19.43,0,8.5,598.3
2024-03-20,Ligne B,Produit Y1,Jour,OP016,525,14,2.72,35.7,3.96,4558.77,115.29,38.13,72.94,4785.13,9.35,0,5.8,317.7
2024-03-21,Ligne B,Produit X1,Jour,OP012,1260,27,2.19,3.4,12.18,11673.56,385.58,192.42,150.09,12401.64,10.05,1,13.7,1603.5
2024-03-21,Ligne B,Produit X1,Soir,OP010,1204,25,2.13,15.8,8.89,23984.78,368.29,83.92,298.81,24735.81,20.96,0,8.5,699.4
2024-03-21,Ligne C,Produit Y1,Soir,OP006,1054,47,4.55,9.4,9.03,14285.98,394.44,117.35,382.22,15179.99,15.06,0,5.3,977.9
2024-03-21,Ligne D,Produit Y1,Jour,OP017,1201,27,2.25,6.9,14.72,10609.62,546.94,214.27,143.11,11513.94,9.8,0,1.2,1785.6
2024-03-22,Ligne A,Produit Y2,Soir,OP020,409,11,2.73,91.6,4.01,9284.36,160.61,93.07,149.82,9687.85,24.28,1,6.0,775.6
2024-03-22,Ligne C,Produit Y1,Nuit,OP012,637,59,9.38,105.8,4.54,10023.55,194.88,48.12,557.04,10823.59,18.69,0,6.6,401.0
2024-03-23,Ligne A,Produit X1,Jour,OP006,611,29,4.87,24.3,4.96,5244.61,146.46,107.2,149.36,5647.62,9.69,1,5.3,893.3
2024-03-23,Ligne C,Produit Y2,Soir,OP005,1390,94,6.77,75.8,10.53,24195.27,363.93,182.4,981.74,25723.34,19.83,0,6.9,1520.0
2024-03-23,Ligne C,Produit Y1,Soir,OP010,1086,57,5.32,89.4,8.92,13019.6,382.63,187.22,410.01,13999.45,13.59,0,12.1,1560.1
2024-03-23,Ligne A,Produit Z1,Soir,OP009,1341,54,4.04,170.4,14.15,24379.62,439.8,82.63,589.04,25491.09,19.79,0,7.9,688.6
2024-03-23,Ligne D,Produit X2,Soir,OP014,1095,35,3.24,2.3,7.95,16719.89,320.17,102.53,320.66,17463.25,16.46,0,12.5,854.5
2024-03-24,Ligne C,Produit X2,Nuit,OP001,544,27,4.99,0.9,5.78,9098.19,193.09,32.98,270.94,9595.2,18.52,0,3.8,274.8
2024-03-24,Ligne B,Produit Y2,Soir,OP011,1431,37,2.63,8.0,10.46,23463.66,329.87,328.53,364.01,24486.07,17.55,0,2.7,2737.8
2024-03-24,Ligne A,Produit Z1,Nuit,OP003,320,18,5.8,70.4,3.77,3124.4,107.85,55.26,105.45,3392.95,11.2,1,1.7,460.5
2024-03-24,Ligne A,Produit Z1,Nuit,OP003,303,19,6.28,68.4,2.2,5605.36,86.86,36.0,210.89,5939.12,20.84,0,2.7,300.0
2024-03-24,Ligne C,Produit Y1,Soir,OP002,642,27,4.33,10.0,6.56,11303.75,259.3,43.69,285.23,11891.97,19.31,0,1.4,364.1
2024-03-24,Ligne C,Produit Y2,Jour,OP003,1154,68,5.9,32.1,10.09,11608.29,445.81,219.99,410.41,12684.5,11.67,0,14.7,1833.2
2024-03-26,Ligne D,Produit Y2,Nuit,OP007,422,0,0.1,11.9,4.41,5678.95,182.62,54.68,0.0,5916.25,13.99,0,8.1,455.7
2024-03-26,Ligne D,Produit X2,Soir,OP017,1232,15,1.22,37.2,12.67,26159.24,480.49,180.41,191.1,27011.24,22.18,0,5.8,1503.4
2024-03-27,Ligne B,Produit Z1,Jour,OP011,626,8,1.35,18.1,7.11,10977.39,241.16,133.31,84.17,11436.03,18.48,0,7.6,1110.9
2024-03-27,Ligne A,Produit Z1,Jour,OP010,1164,45,3.94,43.0,14.11,11459.55,535.29,87.85,265.81,12348.51,11.03,0,3.9,732.1
2024-03-27,Ligne C,Produit Z1,Soir,OP018,1420,47,3.33,127.7,13.25,24678.15,566.85,327.47,490.09,26062.56,18.97,0,11.9,2728.9
2024-03-27,Ligne A,Produit X1,Soir,OP011,1110,13,1.18,5.7,8.63,11270.05,293.77,115.16,79.19,11758.17,10.71,0,5.8,959.7
2024-03-28,Ligne A,Produit Z1,Jour,OP017,551,10,1.94,25.1,5.69,6646.05,221.13,37.01,72.37,6976.56,12.87,0,5.6,308.5
2024-03-28,Ligne B,Produit X1,Jour,OP013,383,10,2.85,210.1,4.67,6705.57,150.3,78.21,105.05,7039.12,18.82,0,9.1,651.7
2024-03-28,Ligne A,Produit Z1,Soir,OP016,907,29,3.26,2.8,6.61,18923.43,189.19,76.69,363.03,19552.33,22.24,0,1.6,639.1
2024-03-28,Ligne B,Produit X1,Soir,OP004,893,58,6.52,1.2,9.73,14758.25,331.08,188.45,575.13,15852.9,18.96,0,6.6,1570.4
2024-03-29,Ligne C,Produit X2,Nuit,OP015,801,29,3.72,89.9,6.4,9329.39,283.17,144.38,202.66,9959.61,12.88,0,8.5,1203.2
2024-03-30,Ligne C,Produit X2,Nuit,OP003,867,60,7.02,18.1,5.84,18434.89,198.65,180.12,765.46,19579.12,24.23,0,7.8,1501.0
2024-03-31,Ligne B,Produit Y1,Jour,OP006,832,32,3.94,128.8,8.61,14480.23,324.34,196.49,334.16,15335.21,19.15,0,11.4,1637.4
2024-03-31,Ligne A,Produit Y1,Soir,OP020,346,16,4.71,172.5,2.94,8262.14,115.63,72.78,229.24,8679.79,26.22,0,3.2,606.5
2024-04-02,Ligne B,Produit Y1,Soir,OP007,1065,42,4.01,4.1,8.56,23273.17,329.97,93.59,550.69,24247.42,23.68,0,5.2,779.9
2024-04-02,Ligne A,Produit X1,Nuit,OP010,290,16,5.6,73.8,2.15,3300.82,61.78,43.82,109.27,3515.69,12.78,0,11.7,365.2
2024-04-02,Ligne C,Produit Y1,Jour,OP013,343,17,5.18,269.5,2.31,5821.86,77.43,55.24,173.13,6127.65,18.74,1,2.1,460.3
2024-04-02,Ligne B,Produit Z1,Soir,OP013,1004,40,4.07,11.4,8.94,17586.44,384.41,175.19,420.39,18566.43,19.24,0,9.8,1459.9
2024-04-03,Ligne D,Produit Z1,Soir,OP006,601,12,2.05,59.2,4.61,5203.05,200.8,115.71,62.33,5581.88,9.46,0,2.4,964.2
2024-04-03,Ligne B,Produit Y2,Nuit,OP018,841,32,3.82,14.3,5.77,17414.46,180.37,160.8,397.57,18153.2,22.41,1,10.9,1340.0
2024-04-03,Ligne B,Produit Y1,Soir,OP001,447,16,3.78,37.5,3.63,4318.45,162.36,68.16,92.75,4641.71,10.74,0,10.4,568.0
2024-04-03,Ligne A,Produit X2,Soir,OP014,874,38,4.35,10.1,7.2,8780.9,284.96,65.4,229.07,9360.33,11.18,0,14.5,545.0
2024-04-03,Ligne B,Produit Y1,Jour,OP012,1412,28,2.0,29.0,17.43,14877.66,697.36,308.0,177.01,16060.05,11.6,0,4.9,2566.7
2024-04-03,Ligne A,Produit Z1,Jour,OP003,1201,48,4.07,27.9,10.73,20162.58,391.27,227.94,483.5,21265.29,18.43,0,13.1,1899.5
2024-04-03,Ligne D,Produit Z1,Jour,OP016,273,6,2.27,0.3,1.83,2189.24,58.45,41.53,28.87,2318.08,8.65,0,9.6,346.1
2024-04-04,Ligne A,Produit Z1,Nuit,OP005,905,44,4.91,8.3,10.19,22429.83,353.21,54.3,654.31,23491.64,27.25,1,11.8,452.5
2024-04-04,Ligne C,Produit Y2,Soir,OP019,675,47,7.08,7.2,5.89,10683.4,236.21,132.67,446.33,11498.61,18.28,0,12.3,1105.6
2024-04-05,Ligne C,Produit X1,Soir,OP003,863,60,7.04,402.5,7.53,15027.4,229.21,177.41,626.87,16060.89,19.98,1,6.8,1478.4
2024-04-05,Ligne B,Produit Y2,Jour,OP010,1038,13,1.26,15.9,11.92,23321.4,376.85,162.84,175.25,24036.34,23.43,0,5.0,1357.0
2024-04-05,Ligne C,Produit Y1,Nuit,OP007,425,47,11.09,50.4,5.12,9906.96,166.4,56.13,657.36,10786.84,28.46,0,9.6,467.7
2024-04-05,Ligne C,Produit Z1,Nuit,OP003,1246,58,4.69,185.0,8.63,24197.39,342.66,286.26,675.82,25502.12,21.45,0,11.2,2385.5
2024-04-05,Ligne A,Produit X1,Nuit,OP005,874,43,4.95,130.4,6.65,16274.28,212.72,73.33,480.41,17040.74,20.48,0,4.6,611.1
2024-04-05,Ligne D,Produit X2,Soir,OP010,304,6,2.04,6.8,3.64,4258.21,126.83,51.08,50.43,4486.56,15.01,0,11.2,425.7
2024-04-05,Ligne A,Produit Z1,Soir,OP020,778,14,1.92,3.9,7.67,7599.45,335.82,182.98,82.05,8200.3,10.72,0,11.2,1524.8
2024-04-06,Ligne D,Produit Y1,Jour,OP017,1348,26,1.94,36.3,9.79,14803.73,326.72,311.07,171.32,15612.84,11.8,1,12.5,2592.3
2024-04-06,Ligne C,Produit Y2,Soir,OP015,802,36,4.6,165.7,6.45,10957.12,196.13,69.05,295.1,11517.4,15.02,0,6.8,575.4
2024-04-07,Ligne D,Produit Z1,Jour,OP013,1031,12,1.24,11.2,8.89,15046.7,304.02,62.05,105.08,15517.86,15.21,0,6.4,517.1
2024-04-08,Ligne C,Produit Y2,Soir,OP011,490,36,7.49,176.5,5.2,4883.05,201.47,33.7,215.25,5333.46,11.72,0,4.7,280.8
2024-04-09,Ligne D,Produit Y2,Jour,OP017,953,27,2.89,11.0,6.5,22107.49,223.86,193.99,375.8,22901.15,24.7,0,5.6,1616.5
2024-04-09,Ligne C,Produit Z1,Jour,OP014,536,17,3.17,38.1,3.92,9438.21,152.64,71.19,179.61,9841.65,18.93,1,8.5,593.2
2024-04-09,Ligne A,Produit Y1,Jour,OP016,871,35,4.06,97.0,7.38,21742.96,255.84,84.86,524.23,22607.9,27.01,1,4.8,707.2
2024-04-09,Ligne D,Produit Z1,Soir,OP005,641,17,2.7,38.4,5.27,6829.86,202.66,100.52,108.68,7241.72,11.59,0,4.5,837.6
2024-04-10,Ligne A,Produit Y1,Nuit,OP013,717,41,5.73,171.9,8.95,13935.69,342.16,141.74,478.13,14897.72,22.01,0,1.2,1181.2
2024-04-10,Ligne C,Produit Z1,Jour,OP014,1433,70,4.91,89.6,10.43,28584.77,449.76,343.73,837.8,30216.05,22.15,0,1.7,2864.4
2024-04-10,Ligne D,Produit X1,Nuit,OP001,727,22,3.1,10.1,4.88,9477.6,206.87,136.18,172.08,9992.74,14.15,0,5.3,1134.9
2024-04-11,Ligne B,Produit Y1,Nuit,OP019,1163,31,2.72,5.1,7.94,17007.89,302.88,75.97,272.01,17658.74,15.59,0,11.1,633.1
2024-04-11,Ligne C,Produit X1,Jour,OP018,836,44,5.29,263.5,7.43,12218.75,209.54,90.21,385.86,12904.36,16.27,0,8.8,751.7
2024-04-11,Ligne A,Produit Z1,Soir,OP010,376,19,5.19,45.9,4.14,3071.73,171.15,66.45,93.13,3402.47,9.5,1,14.3,553.8
2024-04-11,Ligne D,Produit Y1,Nuit,OP014,1406,27,1.98,20.2,11.66,32514.99,464.65,174.01,374.64,33528.29,24.3,1,12.3,1450.1
2024-04-11,Ligne C,Produit X2,Jour,OP011,791,30,3.8,0.6,7.96,19173.73,271.69,168.97,436.32,20050.71,26.31,0,4.8,1408.1
2024-04-12,Ligne D,Produit X2,Jour,OP005,1463,37,2.58,12.7,15.38,13824.46,559.57,184.7,209.78,14778.5,10.36,0,9.4,1539.1
2024-04-12,Ligne C,Produit Z1,Soir,OP011,1296,101,7.85,62.2,9.47,11080.63,360.05,155.15,518.12,12113.95,10.13,0,9.8,1292.9
2024-04-12,Ligne D,Produit X2,Jour,OP018,1104,24,2.24,10.0,12.3,22605.27,534.54,188.89,294.85,23623.56,21.85,0,1.4,1574.1
2024-04-12,Ligne C,Produit Y2,Jour,OP020,1499,85,5.7,34.9,10.97,21866.6,322.95,213.88,743.96,23147.39,16.36,0,10.2,1782.3
2024-04-12,Ligne C,Produit Y2,Jour,OP016,897,34,3.82,201.0,6.91,12466.9,281.67,191.54,283.53,13223.63,15.31,0,2.9,1596.1
2024-04-13,Ligne C,Produit X1,Jour,OP004,342,15,4.56,32.0,3.1,8075.39,100.91,46.97,212.51,8435.78,25.72,0,12.7,391.5
2024-04-13,Ligne B,Produit Y2,Nuit,OP007,1015,27,2.66,83.7,9.01,19341.05,342.26,66.43,308.69,20058.44,20.28,0,1.8,553.6
2024-04-14,Ligne C,Produit X2,Nuit,OP020,1413,100,7.14,81.9,17.05,20897.88,748.24,250.15,887.38,22783.65,17.34,1,7.1,2084.6
2024-04-14,Ligne C,Produit Y1,Soir,OP004,1353,111,8.26,51.5,11.31,27040.17,322.71,219.26,1331.02,28913.16,23.26,0,12.2,1827.2
2024-04-14,Ligne A,Produit X1,Jour,OP007,473,21,4.44,49.5,3.91,11710.37,147.3,45.98,311.95,12215.59,26.97,1,13.0,383.1
2024-04-15,Ligne B,Produit X2,Jour,OP016,804,29,3.62,24.1,7.56,9412.67,282.9,48.64,203.71,9947.93,12.82,1,11.0,405.4
2024-04-15,Ligne D,Produit Z1,Jour,OP012,1295,22,1.77,9.5,13.68,29609.63,462.74,170.76,301.81,30544.94,23.98,1,13.2,1423.0
2024-04-15,Ligne A,Produit X1,Nuit,OP018,425,26,6.3,83.1,3.12,3698.45,137.68,68.67,135.75,4040.56,10.1,1,1.0,572.3
2024-04-15,Ligne D,Produit Y2,Jour,OP020,404,6,1.57,16.8,3.73,5405.77,160.94,51.42,48.17,5666.3,14.2,0,4.3,428.5
2024-04-15,Ligne A,Produit X1,Jour,OP008,836,22,2.69,15.8,5.63,14364.14,158.39,101.39,226.8,14850.72,18.22,1,10.8,844.9
2024-04-16,Ligne C,Produit X2,Soir,OP015,1456,88,6.1,45.1,12.36,16860.83,370.38,173.68,611.44,18016.33,13.16,0,10.4,1447.3
2024-04-16,Ligne D,Produit X2,Nuit,OP010,1166,42,3.61,35.1,9.03,20400.04,284.87,133.78,440.89,21259.59,18.9,0,11.3,1114.8
2024-04-17,Ligne A,Produit X2,Soir,OP019,505,20,3.96,128.7,3.87,6166.6,130.7,84.9,146.53,6528.73,13.43,0,8.3,707.5
2024-04-18,Ligne C,Produit X1,Soir,OP004,610,28,4.7,6.3,4.97,7856.22,202.73,41.71,216.37,8317.03,14.27,0,2.7,347.6
2024-04-18,Ligne C,Produit X1,Jour,OP017,1139,60,5.32,1.0,10.88,28070.97,356.1,148.9,887.23,29463.21,27.28,0,10.0,1240.8
2024-04-18,Ligne C,Produit Y2,Soir,OP009,1235,92,7.48,14.4,12.0,22819.11,429.75,277.62,1019.93,24546.41,21.46,1,12.2,2313.5
2024-04-19,Ligne C,Produit Y1,Jour,OP001,486,32,6.69,30.9,3.76,8714.34,124.72,83.04,344.27,9266.38,20.37,0,6.2,692.0
2024-04-19,Ligne A,Produit Z1,Jour,OP001,520,7,1.42,46.6,4.13,4869.04,176.78,54.95,39.33,5140.09,10.0,0,2.6,457.9
2024-04-19,Ligne A,Produit Y2,Soir,OP013,234,10,4.51,29.7,2.04,4740.95,58.85,19.12,121.56,4940.49,21.96,0,11.7,159.3
2024-04-20,Ligne C,Produit Z1,Soir,OP012,427,40,9.37,62.5,3.02,3557.08,127.8,61.4,199.93,3946.21,10.17,1,13.5,511.7
2024-04-20,Ligne A,Produit Y2,Nuit,OP015,1345,90,6.75,53.4,14.5,16564.91,428.95,301.49,665.06,17960.41,14.3,0,8.9,2512.4
2024-04-20,Ligne B,Produit X1,Jour,OP011,697,13,1.97,14.5,8.38,9786.14,316.72,154.78,109.51,10367.16,15.13,0,9.9,1289.8
2024-04-20,Ligne C,Produit X1,Soir,OP008,516,25,5.0,25.9,5.55,12688.17,220.95,120.34,368.84,13398.3,27.23,0,5.1,1002.8
2024-04-20,Ligne C,Produit X1,Jour,OP020,1426,80,5.63,18.6,12.18,33859.63,447.09,241.53,1139.73,35687.98,26.49,0,8.7,2012.7
2024-04-21,Ligne D,Produit Z1,Nuit,OP012,365,8,2.32,18.4,3.12,5836.48,127.45,25.0,76.75,6065.68,16.94,0,12.2,208.3
2024-04-21,Ligne A,Produit Y2,Soir,OP004,600,30,5.04,34.0,4.64,11203.55,179.35,72.05,336.11,11791.06,20.65,0,7.6,600.5
2024-04-21,Ligne C,Produit X2,Jour,OP004,1393,84,6.1,152.2,10.03,14497.29,394.45,157.75,524.53,15574.01,11.89,0,12.2,1314.5
2024-04-22,Ligne C,Produit X2,Soir,OP003,346,20,5.89,52.9,2.79,6631.34,94.63,30.92,229.99,6986.88,21.37,0,10.4,257.7
2024-04-22,Ligne C,Produit Y1,Soir,OP018,237,10,4.35,71.4,2.44,4173.6,98.34,39.49,105.66,4417.1,19.37,0,11.5,329.1
2024-04-23,Ligne D,Produit Y2,Jour,OP002,1310,28,2.19,29.5,10.29,17983.07,458.61,290.98,230.62,18963.29,14.78,0,10.8,2424.8
2024-04-24,Ligne A,Produit Z1,Nuit,OP011,364,19,5.45,6.0,3.16,6686.02,131.9,26.52,209.4,7053.84,20.39,0,4.1,221.0
2024-04-24,Ligne D,Produit Y1,Soir,OP020,1270,33,2.65,21.3,8.95,23501.2,363.65,132.06,366.4,24363.31,19.68,0,8.2,1100.5
2024-04-24,Ligne A,Produit Y1,Nuit,OP004,997,41,4.15,37.5,7.4,23680.94,252.87,214.14,584.3,24732.26,25.84,0,3.1,1784.5
2024-04-24,Ligne B,Produit Z1,Soir,OP017,264,8,3.17,158.8,2.18,2182.06,84.15,39.98,39.67,2345.86,9.13,0,5.5,333.2
2024-04-26,Ligne D,Produit Y2,Soir,OP009,663,18,2.75,46.5,6.12,16065.99,273.95,98.71,261.71,16700.36,25.85,0,8.0,822.6
2024-04-26,Ligne B,Produit Z1,Soir,OP020,1116,36,3.28,40.0,9.54,22140.9,290.49,91.03,428.53,22950.95,21.23,1,13.0,758.6
2024-04-26,Ligne A,Produit Z1,Jour,OP005,210,9,4.56,45.2,1.84,4264.68,60.51,34.25,109.66,4469.1,22.12,1,10.2,285.4
2024-04-26,Ligne D,Produit X2,Jour,OP002,287,4,1.54,2.6,2.03,5467.84,62.93,20.02,45.72,5596.52,19.71,1,12.5,166.9
2024-04-26,Ligne C,Produit Z1,Nuit,OP017,1242,117,9.44,31.0,12.71,12132.22,444.81,252.03,685.73,13514.79,12.0,0,5.5,2100.2
2024-04-27,Ligne B,Produit X1,Nuit,OP019,1134,33,2.94,50.9,12.42,17401.08,384.61,175.85,303.83,18265.37,16.57,0,6.4,1465.4
2024-04-27,Ligne C,Produit Y2,Nuit,OP019,1490,131,8.81,131.3,11.94,34815.84,343.35,112.11,1836.59,37107.89,27.29,0,12.7,934.3
2024-04-27,Ligne C,Produit Y1,Soir,OP018,471,32,6.8,24.2,3.2,4916.37,108.95,63.57,200.41,5289.31,12.02,0,3.0,529.8
2024-04-27,Ligne C,Produit X1,Soir,OP016,604,53,8.86,161.9,5.14,10146.82,185.96,46.5,534.22,10913.51,19.77,1,14.2,387.5
2024-04-27,Ligne B,Produit Y1,Jour,OP010,1489,40,2.7,36.8,16.08,14761.09,513.53,159.87,237.92,15672.42,10.81,0,10.6,1332.3
2024-04-27,Ligne A,Produit Y2,Jour,OP004,1108,55,5.01,3.2,7.82,17454.53,335.78,111.25,519.86,18421.42,17.48,0,12.0,927.1
2024-04-27,Ligne C,Produit X1,Jour,OP017,1488,31,2.12,128.2,15.27,15468.2,498.44,211.69,193.35,16371.68,11.23,0,13.3,1764.1
2024-04-27,Ligne A,Produit Y1,Nuit,OP014,506,27,5.43,32.2,4.94,5188.36,198.37,69.03,166.11,5621.88,11.71,0,9.5,575.3
2024-04-28,Ligne A,Produit X2,Jour,OP010,343,13,3.87,6.1,2.42,6687.15,89.67,38.53,152.07,6967.41,21.05,0,7.8,321.1
2024-04-28,Ligne B,Produit X1,Soir,OP019,562,13,2.36,24.5,4.85,9474.55,161.11,73.1,131.5,9840.26,17.89,1,3.8,609.1
2024-04-28,Ligne D,Produit Y2,Soir,OP019,902,16,1.86,25.4,10.12,10258.35,426.21,188.86,109.18,10982.6,12.38,0,5.4,1573.8
2024-04-28,Ligne B,Produit Z1,Jour,OP005,456,9,2.12,0.9,3.57,9523.82,156.85,53.0,112.78,9846.46,21.98,0,14.4,441.7
2024-04-28,Ligne D,Produit Y2,Soir,OP005,1235,17,1.41,31.8,9.02,23732.78,387.57,243.66,196.01,24560.02,20.15,0,9.1,2030.5
2024-04-29,Ligne D,Produit X2,Jour,OP007,255,4,1.59,4.9,2.76,2952.85,98.21,37.77,27.79,3116.62,12.37,0,10.9,314.7
2024-04-30,Ligne B,Produit X1,Soir,OP007,925,35,3.87,45.6,8.36,19514.74,290.91,69.95,443.04,20318.64,22.8,0,8.5,582.9
2024-05-01,Ligne A,Produit X2,Jour,OP007,1112,44,4.04,30.6,8.01,25358.22,356.42,236.78,602.03,26553.45,24.84,1,3.7,1973.2
2024-05-02,Ligne B,Produit Z1,Jour,OP014,1359,36,2.71,20.7,10.97,23445.84,330.53,155.93,372.65,24304.95,18.36,0,14.0,1299.4
2024-05-02,Ligne B,Produit Y2,Soir,OP001,838,39,4.77,42.1,9.52,11483.42,279.48,176.73,320.66,12260.29,15.33,0,11.3,1472.7
2024-05-02,Ligne D,Produit Y1,Jour,OP001,357,9,2.61,32.3,3.41,8842.24,115.79,51.25,133.75,9143.02,26.2,0,6.6,427.0
2024-05-03,Ligne D,Produit Y2,Nuit,OP018,452,10,2.22,23.4,4.11,5914.41,137.21,32.89,78.51,6163.02,13.91,0,6.5,274.1
2024-05-03,Ligne C,Produit X1,Jour,OP004,329,26,7.92,53.4,2.62,4305.04,103.55,23.59,204.13,4636.31,15.25,0,4.2,196.6
2024-05-03,Ligne B,Produit X2,Soir,OP010,992,26,2.67,10.0,8.18,10732.16,244.28,76.29,168.77,11221.5,11.6,0,4.2,635.8
2024-05-04,Ligne D,Produit X1,Nuit,OP010,1410,30,2.19,18.4,11.51,32178.88,399.94,194.19,410.79,33183.79,24.03,0,1.0,1618.2
2024-05-04,Ligne B,Produit Y1,Jour,OP003,583,17,3.09,11.3,5.9,9915.7,236.32,93.9,173.48,10419.4,18.38,0,5.6,782.5
2024-05-05,Ligne B,Produit Y2,Soir,OP018,1323,36,2.75,33.9,15.84,29274.29,454.58,219.7,477.95,30426.52,23.62,0,11.3,1830.8
2024-05-05,Ligne B,Produit Z1,Jour,OP007,738,8,1.15,8.9,7.89,12105.17,282.73,123.98,78.73,12590.61,17.22,0,1.8,1033.2
2024-05-06,Ligne C,Produit X1,Jour,OP004,524,34,6.62,145.6,4.69,9334.69,151.63,65.55,363.41,9915.28,20.19,1,2.5,546.2
